name,free_returns,items_sold,status,shipping,price
Harry Potter Time Turner+ Harry Potter Golden Snitch Double Wings Bracelet - USA,True,354,Brand New,0,1350
"Wizarding World Harry Potter 8"" Brilliant Hermione Granger Doll Gift Set",False,0,Brand New,0,2870
Harry Potter Vouge Ravenclaw House Cosplay Knit Wool Costume Scarf Wrap,True,,Brand New,0,899
Harry potter Hermione Granger Magic Wand w/ LED light-up Illuminating Costumes,False,,Brand New,0,1669
Handmade Christmas Tree Ornament Inspired by Harry Potter’s Mirror Of Erised,False,139,Brand New,550,1499
Harry Potter Professor Severus Snape Magic Wand Wizard Cosplay Costume,False,439,Brand New,0,1250
Harry Potter Slytherin Arm Party Bracelet Set,True,0,Brand New,0,2795
Harry Potter Series 1 Magical Capsules Mystery Pack Ships Fast!,False,16,Brand New,0,1998
"New Harry Potter 14.5"" Magical Metal Core Wand Replica In Box Cosplay Christmas",False,915,Brand New,0,1520
"New ListingKURT ADLER  HARRY POTTER ORNAMENT 2001  HARRY, HERMIONE, RON  NIB  *EXCELLENT*",False,,Brand New,557,2500
Harry Potter Bellatrix Lestrange Ornament Adorable Great Gift,False,0,Brand New,299,879
"Fred Weasley Wand 14"", Harry Potter Ollivander's, Noble Wizarding World Twins HP",False,67,Brand New,595,2900
New ListingHarry Potter Magical Capsules Series 2 Mini Figure - McGonagall,False,,Brand New,0,2500
Harry Potter Pillow Cover - Marauder's Map  ,False,0,Brand New,0,1356
Harry Potter 5 Figure Keychain Metal 1” Harry Ron Hermione Draco US Seller,True,,Brand New,0,999
New for Harry Potter Fans Slytherin House Cosplay Costume Winter Warmth Gloves ,True,0,Brand New,0,850
New Harry Potter Hufflepuff  House Cosplay Costume Winter Warmth Beanie Hat,True,107,Brand New,0,999
Harry Potter Hermione Granger Bag Prop Replica The Noble Collection,False,0,Brand New,0,7122
Harry Potter Sirius Magic Wand w/  LED Light Up Cosplay Costume,False,411,Brand New,0,1459
Halloween Small Apothecary Potion Bottles For Harry Potter Decorations Prop,False,0,Brand New,550,1999
Harry Potter Hufflepuff Necktie Tie Halloween Costume USA Cosplay,False,,Brand New,0,797
"Harry Potter Skele-Gro Bottle, Hogwarts Bone Growth Potion, Wizarding World, HP",False,0,Brand New,595,3500
Harry Potter Enchanting Hedwig Interactive Owl +15 Sounds Wizarding World,False,0,Brand New,0,4881
Dept 56 HARRY POTTER VILLAGE THE THREE BROOMSTICKS 6006511 NEW 2020 IN STOCK,True,0,Brand New,0,17490
2022 Harry Potter Wall (Calendar),True,,Brand New,0,1405
"Slytherin Horcrux Locket, Harry Potter, Noble Wizarding World, Lord Voldemort HP",False,46,Brand New,395,2100
Hollyhead Harpies Knit Hat From Accio Box. Harry Potter. New,False,,Brand New,550,1000
"Nymphadora Tonks Wand 14"", Harry Potter, Ollivander's, Noble Wizarding World HP",False,146,Brand New,595,2900
Harry Potter Viktor Krum Wand collectibles Toy Halloween Gift With Box,False,,Brand New,0,1099
Harry Potter Gryffindor House Cosplay Knit Wool Costume Scarf Halloween Costume,False,,Brand New,0,969
Universal Studios Wizarding World Of Harry Potter Quidditch Quaffle Ball NIB,True,0,Brand New,795,3995
USA  Harry Potter Time Turner Hermione Granger Rotating Necklace  Free Shipping,True,,Brand New,0,899
Harry Potter Crest Yellow Hufflepuff Canvas Backpack School Bag,False,,Brand New,0,2599
Harry Potter - Hogwarts Magical Marauder's Map - Parchment Paper Reveal - 11 ...,True,,Brand New,0,2463
"Gringotts Bank Coins & Bag, Harry Potter Hogwarts Wizarding World, Noble Cosplay",False,80,Brand New,365,1200
Harry Potter New York PROMO Lenticular FAT LADY PAINTING CHRISTMAS ORNAMENT MINT,False,,Brand New,475,4000
TALKABLE Harry Potter Magic Sorting HAT Christmas Tree Decorations w Sound Box,False,,Brand New,0,2950
Harry Potter Hogwarts Express Platform 9 3/4 Desk Clock,True,0,Brand New,0,2999
"New Listing2018 Mattel Harry Potter Quidditch Draco Malfoy Broomstick 12"" Collectible Doll",False,,Brand New,0,2395
New Release 2021 HARRY POTTER Wizarding World Doll,False,0,Brand New,728,1800
New ListingHarry Potter's School Book - Potions **Handcrafted**,False,,Brand New,450,3499
Daily Prophet Harry Potter Defeats He Who Must Not Be Named Flyer Prop/Replica,False,300,,0,195
Harry Potter Slytherin Thicken Scarf Soft Warm Costume Cosplay US SELLER,True,272,Brand New,0,1349
New ListingWizarding World of Harry Potter Muggle Magic Juggling Balls RARE,False,,Brand New,0,1995
Hufflepuff Blank Christmas Hogwarts ID Express Ticket+ Harry Potter Cosplay,False,,Brand New,0,800
Harry Potter Slytherin Cosplay Costume Warmth Hat Beanies Cap New,True,86,Brand New,0,899
Eaglemoss Harry Potter NEW * Fawkes Phoenix * Figure & Collector Magazine,True,0,Brand New,0,2295
Harry Potter Kingsley Shacklebolt Magic Wand w/Box Cosplay Costume USA Seller,False,71,Brand New,0,1250
"NEW Harry Potter Slytherin House Ring - Green Crystal - Horcrux, Voldemort",False,133,Brand New,607,1214
New ListingHarry Potter Chocolate Frog Squishy Toy w/ Revealed Witch Or Wizard Sticker Card,False,,Brand New,460,499
Harry Potter Wand with Matel Core for Minerva McGonngall,False,,Brand New,0,1490
New ListingHarry Potter Funko Collection/ Key Chains/Wands,True,,,500,600
Quibbler Handmade HARRY POTTER Inspired Cover Luna Lovegood Costume Cosplay Prop,False,58,Brand New,550,900
"Molly Weasley Wand 14.5"", Harry Potter, Ollivander, Noble Wizarding World Mom HP",False,0,Brand New,595,2800
Harry Potter With His Wand Ornament Adorable Great Gift,False,0,Brand New,299,799
Harry Potter Ollivander's Wand Shop Enamel Pin,False,0,Brand New,475,1000
"Wizarding World Harry Potter, 8-inch Hermione Granger Doll, Kids Toys for Age...",True,0,Brand New,0,1304
Harry Potter Professor Snape's Glitter Glue Potion Kit Elmer’s Glue NEW Slime,False,,Brand New,850,3999
Harry Potter Levitating Broomstick Pen Nimbus 2000 Magic Trick Collection,False,,Brand New,0,2832
Harry Potter Gryffindor Thicken Wool Knit Scarf Wrap Soft Warm Costume Cosplay,False,,Brand New,0,1198
Harry Potter Escape from Gringotts Enamel Pin,False,,Brand New,475,1000
Harry Potter Ornament Harry on his Broom,False,,Brand New,299,799
Ron Weasley Magic Wand w/ LED Illuminating Wand Costume Harry Potter Wand,True,165,Brand New,0,1299
"Harry Potter Time Turner GOLD Deathly Hallow, Snitch double wing watch",True,265,Brand New,0,2299
New Harry Potter Hufflepuff House Cosplay Costume Winter Warmth Gloves,True,256,Brand New,0,850
George Weasley Magic Wand Wizard Cosplay Costume Harry Potter,False,134,Brand New,0,1250
,False,,,0,
Harry Potter Golden Snitch Display Decor Quidditch Collectible Sticker Kit Gift,False,,Brand New,550,899
Harry Potter Mad Eye Moody Old Ghost Magic Wand w/  LED Light Up Cosplay Costume,False,447,Brand New,0,1459
2pcs Harry Potter Ravenclaw House Scarf+ Beanie/Hat Wrap Soft Warm Costume Gift,True,76,Brand New,0,1999
Harry Potter Gryffindor Neville Longbottom  Wand Wizard Cosplay Costume,False,134,Brand New,0,1250
"Harry Potter Time Turner GOLD Deathly Hallow, Snitch double wing watch",True,265,Brand New,0,2299
Harry Potter Golden Snitch Helicopter Ball (Brand New),False,,Brand New,0,1599
Harry Potter Spell Book,False,,Brand New,0,1999
2007 HARRY POTTER NECA ACTION FIGURE PROFESSOR DUMBLEDORE SERIES 2 LOOSE,False,,Pre-Owned,559,3499
Dept 56 HARRY POTTER VILLAGE SNAPE & MCGONAGALL 6003331 Department 56 NEW IN BOX,True,0,Brand New,0,2871
Harry Potter Hot Professor Dumbledore's Wand The Elder Wand in Box Great Gift ,False,761,Brand New,0,1529
Harry Potter Wizarding World Dobby The House-elf Doll Kids Gift 2021,True,0,Brand New,0,1311
New Listingharry potter wand,False,,Brand New,835,150
Harry Potter Nymphadora Tonks Wand Wizard Cosplay Halloween Costume Metal Core,False,,Brand New,0,1599
Wizarding World Harry Potter 8” Luna Lovegood Doll NEW RARE,False,0,Brand New,728,1800
"Wizard Wands, Harry Potter Wand",False,68,Brand New,0,999
Harry Potter Fleur Delacour Magic Wand Wizard Cosplay Costume,False,174,Brand New,0,1250
"USA-Harry Potter, Time Turner earrings, Free Shipping",True,0,Brand New,0,899
"Wizarding World, Magical Minis Collector Set with 7 Harry Potter 3"" Figures NEW!",False,16,Brand New,0,4545
Harry Potter Magic Wand Wizard Cosplay Costume,False,112,Brand New,0,1250
Brand New Universal Studios Harry Potter Interactive Wand with Map,False,0,Brand New,0,4995
Harry Potter Silk Touch Throw. Slytherin House,False,,Brand New,1795,2000
"New ListingFunko Pop Harry Potter Keychains, lot of 4",True,,,500,500
Harry Potter Hogwarts School Crest Pewter Lapel Pin,False,,Brand New,0,734
New Harry Potter Hogwarts School Badge Vintage Wax Seal Stamp Set Collection Gif,False,,Brand New,0,3599
New ListingBuckBeak harry potter Wizarding World collector pin from Universal Studios,False,,Brand New,430,2000
Harry Potter House Crest Magnetic Bookmark Set,True,0,Brand New,0,999
Harry Potter Out Of Print 3 Pair Sock Set Wizarding World,False,,Brand New,0,3500
"Harry Potter ""George"" 6"" possible action figure",False,,Brand New,799,2499
Harry Potter Death Eater Magic Wand Wizard Cosplay Costume,False,0,Brand New,0,1250
Harry Potter Repurosed  Dangerous Game Chess Piece Ornaments LOT 3,False,0,Pre-Owned,0,1399
Harry Potter Nightlight ,False,,Brand New,700,2500
"Harry Potter Stickers Books - 2 Books of Big Size Stickers (3"" x 8.5"")",False,,,446,799
Professor McGonagall Brooch Pin Harry Potter Wizarding World Hogwarts Gryffindor,False,0,Brand New,435,2800
New ListingHarry Potter Gryffindor Mug,True,,Pre-Owned,1035,1274
"Harry Potter Philosopher's Stone Necklace Pendant 1.5"" US Seller",True,,Brand New,0,899
Handmade Metal Core Magic Wands Harry Potter Dumbledore Wand Hot Gifts Halloween,False,,Brand New,0,890
New ListingHarry Potter Doll collectible action figure New In Box Wizarding World,False,,Brand New,0,2299
Harry Potter Hogwarts Hermione Granger Magic Wand New in Box Use Gift,False,,Brand New,0,1529
Harry Potter Purple House School Crest Ruled Notebook Journal & Wand Pen Set,False,,Brand New,550,799
Harry Potter Professor Horace Slughorn  Wand Wizard Cosplay Costume,False,150,Brand New,0,1299
Harry Potter Inspired Ornament 7 Book Set - Stack,False,0,Brand New,535,2200
Harry Potter Mischief Managed Color Changing Heat Thermal Mug Cup Merchandise,True,,Brand New,0,998
Harry Potter's Gryffindor Common Room Medieval Tapestry 'Sight',True,,Brand New,715,3499
Harry Potter Hogwarts Gringotts Bank Wizarding coins Galleons commemorative coin,False,240,Brand New,0,499
"USA-3pc Harry Potter,Time Turner,Necklace & earrings,plus Snitch bracelet,",True,24,Brand New,0,1799
Ravenclaw Lost necklace Harry Potter NEW,True,0,Brand New,0,799
100pc Harry Potter Notebook Fantasy Wall Laptop Scrapbook Decal Stickers Pack,True,,Brand New,0,999
Harry Potter Ravenclaw Thicken Wool Knit Scarf Wrap Soft Warm Costume Cosplay,False,,Brand New,0,1098
New ListingHarry Potter Doll collectible action figure New In Box Wizarding World,False,,Brand New,0,2299
New ListingThe Wizarding Trunk  Exclusive Harry Potter Bezoars  with Box ,False,,Brand New,500,4225
Harry Potter Chinese Fireball Dragon Plush,True,0,Brand New,0,2095
New ListingHarry Potter Trading Cards - Lot 25,False,,Pre-Owned,500,2500
"Albus Dumbledore Magic Wand w/ LED Illuminating 14.5"" Custom Harry Potter Wand",True,67,Brand New,0,1299
"New ListingHarry Potter Time Turner Necklace, Christmas, Stocking ",False,,Pre-Owned,3225,538
New ListingHandmade Wand Inspired By The Harry Potter Series.,True,,Brand New,2435,200
"Harry Potter Lord Voldemort with Snake Mcfarlane 7"" Action Figure NIB Ships Now",False,0,Brand New,0,2495
New ListingHarry Potter And The Sorcerer's Stone Year 1 Paperback,False,,Pre-Owned,850,999
Harry Potter - Wizarding World - Harry Potter 2 Piece Pouch Set .BRAND NEW,False,,Brand New,475,1700
"Harry Potter theme ""happiness can be found.."" chipboard sign wall hanging decor ",False,0,Brand New,0,1499
Harry Potter Wand with Matel Core for Narcissa Malfoy in Box. USA Seller,False,,Brand New,0,1498
"Harry Potter Women's Sterling Silver Deathly Hallows Pendant Necklace, 18"" Chain",False,,Brand New,0,3999
Harry Potter Monster Book Of Monsters Collector's Plush The Noble Collection,False,,Pre-Owned,1595,3400
"New ListingHARRY POTTER DOBBY NOBLE COLLECTION 12"" PLUSH DOLL",False,,Pre-Owned,499,1999
Harry Potter Draco Malfoy's Magical Wand in Box Cos Accessory Xmas Gift,False,235,Brand New,0,1529
"Harry Potter Wizarding World 3"" Magical Minis Luna Lovegood- No Box, Figure Only",False,,Brand New,475,550
Harry Potter Gryffindor Cosplay Costume Warmth Hat Beanies Cap New,True,,Brand New,0,899
